2014Q3,"Mid Illinois Bancorp, Inc.",1021465,18,0,18,0,0,0,0,0,0,8,15,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,"169,440","5,303","174,743","12,275","5,856","13,003","103,424","28,101","2,161","13,582",0,"311,313",0,0,0,"4,518","4,812","1,608.00",0,"2,467.00",438.00,"3,938","12,585.00","2,662","234,440","357,514",0,"659,645",0,"233,440","234,440","187,018","311,313","28,101","234,440","234,440",0,845,"67,643","25,167","67,479","23,783",0,0,0,NA,NA,NA,"233,440",0,893,"68,585","25,146","66,255","23,927",0,0,0,NA,NA,NA,"5,757","1,366",0,0,"79,377",0,0,0,"78,176"
2014Q3,"Mid Penn Bancorp, Inc.",100614,119,0,119,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,8,7,0,0,9,0,0,0,0,0,0,6,"101,851","9,074","110,925","20,739","58,285","29,059","222,752","80,406",538,"1,986","1,215","446,336","3,000",0,0,"35,218","6,544",689.00,0,"2,635.00",817.00,"4,877","7,165.00",0,"148,134","568,161",0,"764,403",0,"145,974","148,134","131,664","446,336","80,406","148,134","148,134","1,841","3,026","25,024","7,718","5,152","23,254",0,0,"1,530",NA,NA,NA,"145,974","1,851","3,025","24,498","7,751","5,131","23,170",0,0,"1,540",NA,NA,NA,"6,411","2,055",0,0,"58,811",0,88,350,"51,435"
2014Q3,"Mid State Banks, Inc.",1018040,3,0,3,0,32,0,1,78,0,0,10,0,0,0,0,0,0,19,1,0,1,2,112,0,"1,250",11,0,0,20,0,0,0,0,0,0,8,"42,983","2,776","45,759","6,160","14,959","1,176","67,611","9,253",0,"7,461",861,"167,762",0,"5,361",0,"2,104","2,506",878.00,0,"1,372.00",391.00,"2,481","17,416.00",10,"26,714","192,802",0,"267,069",10,"26,729","26,714","51,919","167,762","9,253","26,714","26,714",0,"8,996",0,"14,925",545,0,0,0,0,NA,NA,NA,"26,729",0,"9,047",0,"14,955",542,0,0,0,0,NA,NA,NA,"3,851",0,0,0,"1,837",0,0,0,"1,821"
2014Q3,MidCountry Financial Corp.,4080656,55,89,144,0,18,0,25,0,0,0,"12,265",20,0,0,0,19,0,0,63,9,72,5,7,0,3,10,0,0,"2,580",111,0,0,0,204,0,0,"119,044","10,300","129,344","22,902","25,706","32,836","139,659","51,390",790,"480,456","26,727","379,413",0,"35,592",0,"2,092","37,384","7,494.00",0,"16,448.00","3,277.00","93,283","83,912.00","1,753","85,828","975,670",0,"1,207,387",0,"85,195","85,828","152,246","379,413","51,390","85,828","85,828",250,0,"29,590","2,181","30,295","6,698",0,0,0,NA,NA,NA,"85,195",250,0,"29,788","2,108","29,770","6,659",0,0,0,NA,NA,NA,"57,309","34,461",NA,0,"211,035",0,0,0,NA
2014Q3,Middleburg Financial Corporation,1024214,0,0,0,0,342,0,0,332,0,0,18,0,0,0,0,0,0,0,11,0,11,5,13,0,3,5,0,0,20,0,0,0,0,0,0,0,"196,599","11,667","208,266","58,951","32,056","12,800","241,886","135,161","8,511","16,803",0,"571,291",0,50,0,"5,447","9,545","2,363.00",0,"4,440.00","1,262.00","8,486","67,550.00",0,"335,034","728,752",0,"1,207,727",12,"329,161","335,034","267,217","571,291","135,161","335,034","335,034",0,"32,295",68,"30,266","53,541","58,510",0,"5,293","5,877",NA,NA,NA,"329,161",0,"32,262",68,"29,268","51,708","57,660",0,"5,190","5,850",NA,NA,NA,"11,423","5,571",0,0,"120,922",0,0,713,"113,250"
2014Q3,Middlefield Banc Corp.,1022345,24,0,24,0,0,0,0,4,0,5,5,0,0,0,0,0,0,0,92,2,94,0,0,0,0,23,0,0,5,0,0,0,0,0,0,0,"151,529","2,875","154,404","52,679","29,412","14,759","149,868","55,608",866,"4,228",0,"403,716","2,000",747,0,"1,920","5,903",765.00,0,"2,143.00",573.00,"4,338","8,374.00","7,816","156,015","468,219",0,"683,017",190,"153,585","156,015","207,083","403,716","55,608","156,015","156,015",0,"11,529","11,354","5,985","21,595","1,467",0,932,0,NA,NA,NA,"153,585",0,"11,448","11,875","6,056","21,640","1,416",0,962,0,NA,NA,NA,"7,288","1,867",0,0,"61,517",0,0,535,"55,229"
2014Q3,"Middlesex Bancorp, MHC",4227415,53,0,53,0,0,0,72,7,0,0,20,0,0,0,0,0,0,0,107,0,107,0,4,0,18,11,0,0,0,0,0,0,0,0,0,0,"1,182,136","13,523","1,195,659","110,936","121,889","37,772","797,476","289,333","4,868","11,336",0,"2,264,654",0,0,0,56,"27,845","3,467.00",0,"12,648.00","2,061.00","20,766","150,875.00","33,489","1,280,567","2,565,379",0,"4,213,655",0,"1,264,144","1,280,567","1,306,595","2,264,654","289,333","1,280,567","1,280,567",0,0,"439,231",0,"183,691","310,960",0,0,0,NA,NA,NA,"1,264,144",0,0,"439,994",0,"169,249","309,772",0,0,0,NA,NA,NA,"30,142","13,507",0,0,"515,052",0,0,0,"490,064"
2014Q3,"Midland Bancshares, Inc.",4054604,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,4,"46,173",826,"46,999","1,689","62,513","3,032","129,199","342,588",123,"11,365",0,"268,843",0,"5,245",0,"12,597","9,785",975.00,0,"3,288.00",838.00,"5,438","173,730.00",0,"302,196","640,638",0,"1,168,343",0,"301,401","302,196","48,688","268,843","342,588","302,196","302,196",0,0,"223,923",0,0,0,0,0,0,NA,NA,NA,"301,401",0,0,"223,599",0,0,0,0,0,0,NA,NA,NA,"8,584",0,0,0,"81,419",0,0,427,"68,252"
2014Q3,Midland Financial Co.,1031080,111,269,380,0,0,0,"1,758",23,0,0,6,0,0,0,0,0,0,0,62,28,90,10,462,27,"1,565",239,0,0,5,0,0,0,0,0,0,0,"4,321,925","134,551","4,456,476","112,871","240,153","135,924","2,410,694","717,803","4,699","34,713",0,"7,360,507",485,147,0,"82,390","87,107","45,624.00",0,"47,140.00","13,182.00","84,405","15,674.00",0,"406,990","8,196,045",0,"9,819,769","3,231","359,560","317,665","4,569,347","7,360,507","717,803","406,990","317,665",0,16,0,"45,122","79,786",97,0,0,0,NA,NA,NA,"359,560",0,16,0,"39,650","73,336",95,0,0,0,NA,NA,NA,"79,259","1,184",NA,0,"1,125,349",0,0,"68,000",NA
2014Q3,Midland Financial Corporation,1017081,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,"91,849","1,727","93,576","8,240","12,362","1,522","61,681","29,966",916,"27,741",180,"184,829",0,"5,954",0,32,"4,850","1,744.00",0,"2,438.00",626.00,"4,235","85,611.00",0,"332,416","248,702",0,"693,966",137,"334,678","332,416","101,816","184,829","29,966","332,416","332,416","8,012","1,218","213,822",227,833,327,0,0,0,NA,NA,NA,"334,678","7,986","1,210","218,593",209,781,311,0,0,0,NA,NA,NA,"2,935",0,0,0,"69,424",0,0,"1,500","71,003"
2014Q3,"Midland States Bancorp, Inc.",1022911,138,0,138,18,0,0,860,0,0,0,6,0,0,0,0,0,0,35,42,0,42,2,7,12,14,7,0,0,27,0,0,0,0,0,0,4,"96,088","8,207","104,295","30,887","83,421","51,239","479,637","231,571","2,084","115,247",0,"786,540","19,247","44,847",0,"76,014","16,568","5,004.00",0,"7,559.00","1,878.00","15,589","89,133.00",645,"298,526","1,273,466",0,"1,818,237",39,"178,131","192,712","135,182","786,540","231,571","298,526","192,712","10,998","6,463","3,293","4,456","13,710","44,241",0,0,0,NA,NA,NA,"178,131","10,992","6,494","3,358","4,319","13,421","44,083",0,0,0,NA,NA,NA,"13,756","9,700",0,0,"158,866",21,0,"1,008","102,571"
2014Q3,"Mid-Missouri Bancshares, Inc.",1019952,108,0,108,1,0,0,0,11,0,0,0,0,0,0,0,0,0,16,2,0,2,2,0,0,0,7,0,0,1,0,1,0,0,0,0,4,"106,461","2,827","109,288","16,848","37,808","18,580","144,791","31,485",127,"6,463",0,"377,833",0,"28,215",0,"4,536","4,671",973.00,0,"2,546.00",748.00,"4,413","51,628.00",0,"9,745","448,532",0,"557,193",0,"9,279","9,245","126,136","377,833","31,485","9,745","9,245",0,0,"2,981",460,"2,016","2,128",0,0,0,NA,NA,NA,"9,279",0,0,"3,057",449,"1,981","2,136",0,0,0,NA,NA,NA,"5,606","3,426",0,0,"22,357",0,0,0,"22,379"
2014Q3,"MidSouth Bancorp, Inc.",100835,13,0,13,0,0,0,77,948,0,16,216,0,0,0,0,0,0,0,5,0,5,0,0,0,356,50,0,1,9,0,0,0,0,9,0,0,"133,060","3,789","136,849","17,066","86,315","14,992","395,056","436,359","8,969","116,350","5,285","671,160",0,"15,942",0,"3,523","19,512","5,959.00",0,"8,287.00","3,834.00","17,622","10,999.00","2,025","433,427","1,248,619",16,"1,891,760",0,"284,572","288,397","153,915","671,160","436,359","433,427","288,397",0,"12,550","10,292","5,372","107,274","63,326",0,0,"25,994",NA,NA,NA,"284,572",0,"12,518","10,418","5,189","105,293","64,898",0,0,"25,803",NA,NA,NA,"9,425",0,0,0,"206,014",0,174,"1,021","112,841"
2014Q3,"Midstate Bancorp, Inc.",1017052,0,0,0,164,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,1,0,0,0,0,0,"37,868","1,062","38,930",0,"51,642","19,142","136,830","89,862",0,"4,341",0,"268,239",0,"8,368",0,"1,301","4,768","2,836.00",0,"2,843.00",640.00,"8,635",730.00,357,"46,477","372,111",0,"466,684",0,"27,602","27,317","38,930","268,239","89,862","46,477","27,317","4,926",0,"19,673","2,230",488,0,0,0,0,NA,NA,NA,"27,602","5,000",0,"19,928","2,209",465,0,0,0,0,NA,NA,NA,"5,159",0,0,0,"18,207",0,0,0,NA
2014Q3,Midwest Banc Holding Co.,1017613,0,0,0,0,0,0,0,-1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,"16,069","1,110","17,179","7,513","4,179",0,"77,859","43,862",56,"17,312",0,"229,415",0,"156,005",0,"2,017","5,429","2,261.00",0,"2,276.00",377.00,"3,709","33,970.00",0,"127,304","448,611",0,"637,377",45,"125,458","127,304","24,692","229,415","43,862","127,304","127,304","1,966",0,0,"27,779","27,557",0,0,0,0,NA,NA,NA,"125,458","1,970",0,0,"27,186","27,311",0,0,0,0,NA,NA,NA,"6,689","1,055",0,0,"67,068",0,0,0,"63,948"
2014Q3,"Midwest Bankcentre, Inc.",4053370,1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,4,0,1,1,0,60,0,0,2,0,0,14,0,0,0,0,0,0,5,"175,773","3,847","179,620","27,032","72,794","48,918","339,378","89,098",0,"17,464",0,"667,742",0,0,0,"8,096","7,634","1,636.00",0,"3,761.00",805.00,"6,728","4,488.00",10,"239,646","782,400",0,"1,126,319",-114,"238,235","239,646","206,652","667,742","89,098","239,646","239,646","2,915",0,"118,516","20,232","55,345","14,571",484,0,0,NA,NA,NA,"238,235","2,902",0,"119,091","20,466","54,507","14,244",480,0,0,NA,NA,NA,"12,309","6,419",0,0,"127,739",866,0,652,"126,864"
2014Q3,"Midwest Community Bancshares, Inc.",1974106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82,842","9,852","92,694","10,338","30,309","17,236","137,357","41,417",573,"35,621",0,"294,972","1,303",438,0,962,NA,NA,NA,NA,NA,NA,"7,104.00","9,700","161,584","374,713",0,"596,926",NA,"143,360","143,999","103,032","294,972","41,417","161,584","143,999",0,0,"34,748","11,735","56,593","3,799",0,0,0,NA,NA,NA,"143,360",0,0,"35,285","11,689","56,247","3,778",0,0,0,NA,NA,NA,"1,943",574,0,NA,"65,627",NA,NA,NA,"55,157"
2014Q3,"Midwest Independent Bancshares, Inc.",1020632,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0,229,0,0,0,0,0,3,0,0,0,0,141,"1,616",0,"1,616","1,229","1,777","5,104","25,745","2,786",0,38,0,"42,542",0,"5,699",0,"64,556","1,505","3,829.00","2,307","2,781.00",329.00,"4,905","48,660.00","54,890","52,071","115,621","4,951","298,229",0,"52,226","52,071","2,845","42,542","2,786","52,071","52,071",0,6,"19,849","4,646","6,611",946,0,0,0,NA,NA,NA,"52,226",0,6,"20,006","4,616","6,598",943,0,0,0,NA,NA,NA,"5,661","3,808","2,133",22,"48,004",0,0,0,"39,535"
2014Q3,"MidWestOne Financial Group, Inc.",1021746,37,0,37,0,13,0,0,257,0,0,15,0,0,0,0,26,0,0,29,35,64,0,39,1,10,75,0,0,32,0,0,0,0,5,0,14,"223,166","19,230","242,396","36,399","66,388","56,128","229,734","215,345","1,366","20,941",0,"714,673","4,249","94,916",0,"71,867","13,557","3,979.00",0,"6,337.00","1,511.00","10,949","43,870.00",0,"534,591","1,121,991",0,"1,812,558",145,"483,302","490,493","278,795","714,673","215,345","534,591","490,493",0,0,"56,448",23,"34,630","147,352",0,0,"4,894",NA,NA,NA,"483,302",0,0,"56,549",20,"33,173","149,622",0,0,"5,010",NA,NA,NA,"18,586","3,784",0,0,"188,940","1,236",0,"1,210","175,811"
2014Q3,"Minnehaha Banshares, Inc.",1019463,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,9,0,0,0,21,76,0,0,3,0,0,0,0,0,0,0,"196,828","5,046","201,874","16,493","9,366","3,965","159,776","150,255",466,"6,481",0,"520,303","1,100","61,755",0,"11,494","8,404","3,786.00",0,"5,132.00","1,242.00","8,719","5,467.00","2,000","242,196","751,388",0,"1,053,583",-1,"228,765","234,918","218,367","520,303","150,255","242,196","234,918",0,0,"48,241","26,638","94,990",0,0,0,0,NA,NA,NA,"228,765",0,0,"47,886","24,302","93,069",0,0,0,0,NA,NA,NA,"19,155","6,061",0,0,"139,298",0,0,221,"135,511"
2014Q3,Minnwest Corporation,1020552,5,0,5,0,0,0,450,78,0,0,1,0,0,0,0,0,0,0,2,2,4,0,44,0,75,44,0,0,3,0,0,0,0,0,0,0,"61,915","10,350","72,265","23,769","68,732","58,147","338,652","98,477","1,763","16,261","29,178","794,309",0,"316,635",0,"27,588","13,975","1,366.00",0,"6,912.00",929.00,"10,497","84,796.00",0,"86,216","1,282,448",0,"1,515,840",0,"85,048","86,216","96,034","794,309","98,477","86,216","86,216",0,0,"34,612",0,"3,875","34,188",2,0,0,NA,NA,NA,"85,048",0,0,"34,633",0,"3,861","33,832",2,0,0,NA,NA,NA,"19,177","2,153",0,0,"166,196",0,0,0,"161,913"
2014Q3,Modern Bank Partners LLC,4215724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,"29,119",0,"29,119","3,197",0,"29,533","83,808","213,506",0,10,0,"150,390",0,0,0,9,"5,727",114.00,0,"2,271.00",422.00,"4,118","20,262.00",0,"260,343","363,915",0,"692,159",0,"92,354","91,104","32,316","150,390","213,506","260,343","91,104",0,0,"15,971",0,"46,767","26,034",0,0,0,NA,NA,NA,"92,354",0,0,"16,344",0,"46,170","25,598",0,0,0,NA,NA,NA,"6,604","1,633","1,000",0,"39,861",0,0,0,"40,663"
2014Q3,"Monarch Financial Holdings, Inc.",4135753,0,0,0,174,0,0,-15,22,0,0,0,0,0,0,0,0,0,0,0,6,6,22,57,0,0,3,0,0,0,0,0,0,0,0,0,0,"236,772","4,150","240,922","70,222","156,302","23,732","238,128","115,829","2,152","4,648",0,"731,780",0,0,0,0,"9,711","17,907.00",0,"15,601.00","2,464.00","23,129","58,207.00","3,938","25,137","852,257",0,"1,019,242",0,"25,137","25,137","311,144","731,780","115,829","25,137","25,137",0,0,"21,819",597,742,0,0,0,0,NA,NA,NA,"25,137",0,0,"21,896",592,741,0,0,0,0,NA,NA,NA,"8,977","6,690",0,46,"105,088",0,0,851,"104,447"
2014Q3,Montecito Bancorp,1020358,0,0,0,0,0,0,1,70,0,0,0,0,0,0,0,0,0,0,25,0,25,1,10,0,0,16,0,5,9,0,0,0,0,0,0,0,"7,970",406,"8,376","50,059","26,225","61,293","284,443","110,520",434,"32,096",0,"444,236",0,551,0,"13,675","9,700","2,815.00",0,"5,491.00","1,468.00","9,771","22,584.00",0,"478,005","601,078",0,"1,161,622",976,"479,213","478,005","58,435","444,236","110,520","478,005","478,005","16,674","15,348","28,926","1,556","147,125","37,955",0,"63,269","1,980",NA,NA,NA,"479,213","16,740","15,588","30,192","1,595","148,004","38,511",0,"63,983","2,055",NA,NA,NA,"11,676",456,0,0,"118,476",0,0,"1,038","112,322"
2014Q3,"Montgomery Bancorporation, Inc.",1019163,101,0,101,39,0,0,0,0,0,0,8,0,0,0,0,300,0,0,3,0,3,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,"183,888","4,642","188,530","24,867","45,634","14,402","195,922","157,783",331,"7,344",81,"510,352",0,"28,298",0,702,"7,135",740.00,0,"3,158.00","1,019.00","5,982","23,773.00",0,"73,227","704,560",0,"877,281",0,"73,053","73,227","213,397","510,352","157,783","73,227","73,227",0,0,"19,741",0,"48,757",0,0,0,0,NA,NA,NA,"73,053",0,0,"19,755",0,"48,590",0,0,0,0,NA,NA,NA,"9,037",0,0,0,"54,110",0,0,"1,026","53,315"
2014Q3,"Monticello Bankshares, Inc.",1018492,108,0,108,118,0,0,90,0,0,0,22,0,0,0,0,0,0,43,2,10,12,2,11,0,10,1,0,0,111,0,0,0,0,1,0,22,"100,403","1,938","102,341","14,589","6,547","8,377","108,079","39,402",37,"41,988",0,"259,777",0,"13,624",0,"7,793","5,010",953.00,0,"2,404.00",513.00,"4,137","25,839.00",2,"118,377","362,584",0,"541,522",8,"117,297","118,377","116,930","259,777","39,402","118,377","118,377",0,"5,663","13,640",0,"36,737","3,187",0,"1,927",0,NA,NA,NA,"117,297",0,"5,738","14,091",0,"36,960","3,305",0,"2,009",0,NA,NA,NA,"5,389",352,0,0,"55,499",0,3,421,"53,627"
2014Q3,"Moody Bancshares, Inc.",1018872,0,0,0,0,0,0,0,341,0,0,1,0,0,0,0,0,0,0,0,0,0,0,305,0,0,1,0,0,9,0,0,0,0,0,0,0,"42,840","4,876","47,716",0,"86,391","7,418","262,918","75,566",46,"9,276",0,"405,187",0,0,0,0,"8,254","3,172.00",0,"3,636.00","1,570.00","7,681","29,503.00","6,394","420,279","490,029",0,"1,010,375",0,"389,087","391,472","47,716","405,187","75,566","420,279","391,472",0,"2,941","7,647","46,210","215,414",0,0,0,0,NA,NA,NA,"389,087",0,"3,053","8,031","45,288","213,461",0,0,0,0,NA,NA,NA,"7,249",999,0,48,"115,977",0,0,0,"113,983"
2014Q3,Morgan Stanley,103042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000",0,0,0,0,0,0,0,0,0,0,0,"14,161,000",0,"14,161,000","143,000","57,000","281,000","5,046,000","17,323,000","51,000","12,218,000",0,"19,688,000","105,000",0,0,"41,669,000","943,000","7,958,000.00","1,792,000","4,215,000.00","517,000.00","6,655,000","57,711,000.00","239,297,000","63,547,000","91,003,000","241,177,000","814,511,000","20,000","63,793,000","63,547,000","14,304,000","19,688,000","17,323,000","63,547,000","63,547,000","32,239,000",0,"244,000","607,000","4,760,000","10,794,000",0,0,"2,233,000",NA,NA,NA,"63,793,000","32,297,000",0,"241,000","616,000","4,821,000","10,806,000",0,0,"2,320,000",NA,NA,NA,"141,000","5,286,000",NA,"59,000","72,918,000","209,000","63,000","202,000","59,409,000"
2014Q3,"MountainOne Financial, MHC",1981075,22,0,22,0,0,80,0,0,0,0,54,0,0,0,0,0,0,0,5,0,5,0,175,1,131,11,0,0,0,0,0,0,0,0,0,0,"256,340","6,016","262,356","51,030","55,505","28,260","163,499","66,434",114,"1,704",0,"560,650",0,0,0,"3,253","5,114","3,226.00",0,"4,015.00",874.00,"7,073","4,212.00",0,"95,248","632,041",0,"804,134",-467,"96,354","95,248","313,386","560,650","66,434","95,248","95,248",0,30,"22,396","3,356","25,043","31,882",0,937,0,NA,NA,NA,"96,354",0,30,"23,110","3,337","25,038","32,488",0,968,0,NA,NA,NA,"8,371","9,937","7,510",0,"69,158",0,0,0,"58,651"
2014Q3,MSB Mutual Holding Company,1974117,0,9,9,8,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"321,361","31,034","352,395","20,614","34,961","7,216","215,255","60,517",139,"1,271",0,"630,441",0,0,0,"1,772","6,905",522.00,0,"2,544.00",473.00,"4,481","53,648.00",0,"99,572","694,001",0,"887,485",0,"13,098","13,883","373,009","630,441","60,517","99,572","13,883",0,0,0,0,"13,313",0,0,0,0,NA,NA,NA,"13,098",0,0,0,0,"12,549",0,0,0,0,NA,NA,NA,"7,228","1,776",0,0,"96,178",0,0,0,"94,668"
2014Q3,MUFG Americas Holdings Corporation,1022285,5,13,18,647,88,0,0,"15,624",0,0,"1,352",0,0,0,0,0,0,-1,6,16,22,309,0,0,"2,006","3,220",0,0,153,0,0,0,0,167,0,221,"28,656,228","50,905","28,707,133","2,906,255","1,484,818","4,088,570","9,762,207","19,147,738","158,555","317,510","810,543","47,094,091",48,"292,148",0,"7,085,146","714,484","369,414.00","31,934","491,764.00","76,986.00","806,404","2,742,092.00","153,273","22,521,919","74,747,224","882,629","110,882,044","12,697","14,234,777","14,064,396","31,613,388","47,094,091","19,147,738","22,521,919","14,064,396","70,011",0,151,"319,677","7,048,156","371,443",0,0,0,NA,NA,NA,"14,234,777","70,001",0,150,"320,178","7,188,648","377,629",0,0,0,NA,NA,NA,"528,571","7,187",NA,"-4,677","15,050,477",0,0,0,"12,188,678"
2014Q3,"MutualFirst Financial, Inc.",4050583,140,19,159,10,0,0,0,0,0,8,21,0,0,0,0,0,0,0,22,0,22,0,0,0,41,65,0,3,68,0,0,0,0,0,0,0,"521,677","18,942","540,619","53,955","45,493","14,362","137,570","87,663","3,197","124,380",175,"795,660",0,"2,627",0,"4,793","10,640","3,463.00",0,"5,999.00",878.00,"10,372","3,820.00",0,"264,057","1,015,298",13,"1,415,994",74,"263,200","264,057","594,574","795,660","87,663","264,057","264,057",0,5,0,"7,289","102,249","98,606",0,"5,215",0,NA,NA,NA,"263,200",0,5,0,"7,121","101,155","98,705",0,"4,805",0,NA,NA,NA,"13,249","13,328","6,497",0,"122,142",0,0,575,"112,147"
2014Q3,MVB Financial Corp.,4093237,0,29,29,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"146,888","8,404","155,292","43,605","109,353","43,050","334,104","94,349",749,"17,469",0,"685,404",0,0,0,"16,320","6,723","6,655.00",0,"7,598.00","1,133.00","12,226","56,696.00",0,"127,025","813,542",0,"1,086,814",272,"72,411","71,392","198,897","685,404","94,349","127,025","71,392","4,897",0,"39,148","12,571","7,236","6,509",0,0,0,NA,NA,NA,"72,411","4,908",0,"39,901","12,826","7,219","6,729",0,0,0,NA,NA,NA,"6,964","2,657",0,0,"110,658",0,144,317,"78,776"
2014Q3,N W Services Corporation,1018279,59,50,109,31,254,0,74,33,0,5,5,0,0,0,0,0,0,0,1,1,2,1,0,0,3,15,0,1,2,0,0,0,0,0,0,0,"17,370","2,653","20,023","8,410","22,337",858,"47,668","7,215",750,"1,355",0,"99,875",0,0,0,150,"2,051",333.00,0,"1,753.00",402.00,"3,798","9,472.00",0,"145,670","108,595",0,"295,159",-1,"149,881","145,670","28,433","99,875","7,215","145,670","145,670",0,0,"19,623","10,575","93,762","21,710",0,0,0,NA,NA,NA,"149,881",0,0,"19,611","10,876","97,632","21,762",0,0,0,NA,NA,NA,"4,437",0,0,0,"-4,931",0,0,0,-720
2014Q3,"Nacogdoches Commercial Bancshares, Inc.",1018875,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,30,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,13,"74,844","2,592","77,436",748,"25,628","2,327","110,022","29,401",579,"34,867",0,"223,719",0,"2,267",0,330,"4,242","2,664.00",5,"2,377.00",622.00,"4,227","15,795.00",0,"193,078","290,584",373,"543,170",104,"181,688","181,991","78,184","223,719","29,401","193,078","181,991","33,675",0,"147,679",0,0,0,0,0,0,NA,NA,NA,"181,688","32,972",0,"148,079",0,0,0,0,0,0,NA,NA,NA,"3,633","1,234",0,0,"56,673",0,226,25,"44,798"
2014Q3,Narragansett Financial Corp.,1981063,30,0,30,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,2,12,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,"335,418","15,884","351,302","27,540","43,460","43,255","211,095","96,939",68,"19,818",0,"676,652",0,"6,064",0,216,"8,214","3,914.00",0,"7,071.00","1,449.00","11,378","6,900.00",0,"167,363","799,689",0,"1,063,527",745,"162,271","167,363","378,842","676,652","96,939","167,363","167,363","23,709",0,"11,317",0,0,0,0,0,0,NA,NA,NA,"162,271","23,957",0,"11,080",0,0,0,0,0,0,NA,NA,NA,"6,276","2,938",0,7,"99,649",0,0,0,"90,619"
2014Q3,"NASB Financial, Inc.",4014500,56,0,56,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,384,2,386,3,0,0,964,0,0,0,17,0,0,0,0,0,0,0,"519,786","2,779","522,565","1,260","93,499","35,548","241,679","9,271",3,"1,279",0,"894,551",0,0,0,0,"11,115","11,859.00",0,"10,637.00","1,518.00","17,365","8,815.00",0,"200,637","905,101",0,"1,167,292",411,"125,709","127,498","523,825","894,551","9,271","200,637","127,498",0,0,"74,187",61,263,0,0,0,0,NA,NA,NA,"125,709",0,0,"73,996",59,249,0,0,0,0,NA,NA,NA,"15,489","7,910",NA,0,"199,892","8,411",0,786,NA
2014Q3,"NATCOM Bancshares, Inc.",4008289,19,0,19,0,0,0,19,27,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,2,8,0,0,3,0,0,0,0,0,0,7,"74,966","6,508","81,474","15,174","17,570","38,152","149,475","62,767",193,"3,140",0,"301,919",0,0,0,"7,756","4,973","1,090.00",0,"2,222.00",395.00,"3,772","3,232.00",0,"108,048","375,582",0,"520,794",0,"103,325","108,048","96,648","301,919","62,767","108,048","108,048","8,218",0,"1,303",0,"4,457","17,458",0,908,0,NA,NA,NA,"103,325","8,232",0,"1,266",0,"4,294","17,296",0,836,0,NA,NA,NA,"5,041",0,0,0,"62,143",0,0,867,"55,007"
2014Q3,National Americas Holdings LLC,4217786,31,8,39,18,0,0,-309,"2,261",0,138,542,0,0,0,0,0,0,0,1,1,2,3,8,0,9,16,0,5,243,0,0,0,0,1,0,0,"438,919","55,861","494,780","340,555","353,822","141,123","1,928,878","1,264,239","22,499","89,063",756,"4,040,981",0,"898,282","479,899","20,520","80,873","6,793.00",0,"23,852.00","5,969.00","43,969","125,899.00",0,"1,343,352","6,793,740",0,"9,299,322",84,"1,352,617","1,342,702","835,335","4,040,981","1,264,239","1,343,352","1,342,702","222,725",0,"1,683","175,333",0,"740,760",0,0,"187,322",NA,NA,NA,"1,352,617","222,868",0,"1,683","177,393",0,"744,772",0,0,"191,198",NA,NA,NA,"47,518","44,384",0,0,"1,199,694",0,0,"34,000","547,140"
